state;state_abbreviation;county;fips;party;candidate;votes;fraction_votes
Connecticut;CT;Bethany;90900008;Democrat;Hillary Clinton;310;0.444
Connecticut;CT;Bethlehem;90900010;Democrat;Hillary Clinton;144;0.37799999999999995
Connecticut;CT;Bloomfield;90900011;Democrat;Hillary Clinton;2821;0.746
Connecticut;CT;Deep River;90900036;Democrat;Bernie Sanders;339;0.578
Connecticut;CT;Monroe;90900085;Democrat;Hillary Clinton;643;0.48
Connecticut;CT;Morris;90900087;Democrat;Hillary Clinton;90;0.41700000000000004
Connecticut;CT;Old Saybrook;90900106;Democrat;Bernie Sanders;570;0.45299999999999996
Connecticut;CT;Thomaston;90900140;Democrat;Hillary Clinton;170;0.348
Connecticut;CT;Wallingford;90900148;Democrat;Hillary Clinton;1632;0.474
Connecticut;CT;Columbia;90900030;Republican;Ted Cruz;58;0.115
Connecticut;CT;Essex;90900050;Republican;John Kasich;297;0.375
Connecticut;CT;Haddam;90900061;Republican;Ted Cruz;95;0.11800000000000001
Connecticut;CT;Harwinton;90900066;Republican;John Kasich;152;0.22399999999999998
Connecticut;CT;Killingworth;90900070;Republican;John Kasich;219;0.281
Connecticut;CT;Manchester;90900077;Republican;Ted Cruz;332;0.129
Connecticut;CT;Marlborough;90900079;Republican;John Kasich;186;0.299
Connecticut;CT;Portland;90900113;Republican;Donald Trump;404;0.5720000000000001
Connecticut;CT;Ridgefield;90900118;Republican;John Kasich;962;0.361
Connecticut;CT;Roxbury;90900120;Republican;Donald Trump;167;0.58
Connecticut;CT;Seymour;90900124;Republican;John Kasich;181;0.162
Connecticut;CT;Southbury;90900130;Republican;Ted Cruz;270;0.11
Connecticut;CT;Stafford;90900134;Republican;Donald Trump;459;0.63
Connecticut;CT;Woodbridge;90900167;Republican;Ted Cruz;66;0.08800000000000001
Florida;FL;Flagler;12035;Democrat;Bernie Sanders;2977;0.319
Florida;FL;Gilchrist;12041;Democrat;Bernie Sanders;578;0.507
Florida;FL;Holmes;12059;Democrat;Hillary Clinton;339;0.28300000000000003
Florida;FL;Lee;12071;Democrat;Bernie Sanders;15624;0.35
Florida;FL;Gulf;12045;Republican;Marco Rubio;392;0.187
Florida;FL;Lafayette;12067;Republican;Ted Cruz;297;0.278
Florida;FL;Miami-Dade;12086;Republican;Ted Cruz;16170;0.091
Florida;FL;Orange;12095;Republican;Ted Cruz;19378;0.188
Florida;FL;St. Lucie;12111;Republican;Ted Cruz;3970;0.125
Florida;FL;Sumter;12119;Republican;Donald Trump;17769;0.54
Georgia;GA;Calhoun;13037;Democrat;Bernie Sanders;61;0.109
Georgia;GA;Candler;13043;Democrat;Hillary Clinton;434;0.7829999999999999
Georgia;GA;Dawson;13085;Democrat;Hillary Clinton;312;0.53
Georgia;GA;Jackson;13157;Democrat;Hillary Clinton;1193;0.614
Georgia;GA;Muscogee;13215;Democrat;Bernie Sanders;3319;0.205
Georgia;GA;Rockdale;13247;Democrat;Hillary Clinton;7930;0.78
Georgia;GA;Stephens;13257;Democrat;Hillary Clinton;460;0.607
Georgia;GA;Towns;13281;Democrat;Bernie Sanders;266;0.451
Georgia;GA;Banks;13011;Republican;Ted Cruz;1050;0.284
Georgia;GA;Brantley;13025;Republican;Donald Trump;1161;0.488
Georgia;GA;Cherokee;13057;Republican;John Kasich;2472;0.049
Georgia;GA;Coweta;13077;Republican;Marco Rubio;5828;0.23
Georgia;GA;Forsyth;13117;Republican;Donald Trump;15698;0.37200000000000005
Georgia;GA;Greene;13133;Republican;Ben Carson;181;0.048
Georgia;GA;Gwinnett;13135;Republican;Ben Carson;5029;0.051
Georgia;GA;Hart;13147;Republican;Donald Trump;1858;0.442
Georgia;GA;Jeff Davis;13161;Republican;John Kasich;69;0.03
Georgia;GA;Liberty;13179;Republican;Ted Cruz;644;0.222
Georgia;GA;McIntosh;13191;Republican;Marco Rubio;299;0.15
Georgia;GA;Miller;13201;Republican;Ted Cruz;152;0.165
Georgia;GA;Newton;13217;Republican;Donald Trump;5626;0.44
Georgia;GA;Pickens;13227;Republican;Ben Carson;344;0.049
Georgia;GA;Polk;13233;Republican;Ben Carson;390;0.065
Georgia;GA;Richmond;13245;Republican;Marco Rubio;3265;0.217
Georgia;GA;Rockdale;13247;Republican;Ben Carson;492;0.053
Georgia;GA;Spalding;13255;Republican;John Kasich;422;0.042
Georgia;GA;Stephens;13257;Republican;Donald Trump;1726;0.415
Georgia;GA;Terrell;13273;Republican;Donald Trump;649;0.5589999999999999
Georgia;GA;Treutlen;13283;Republican;John Kasich;9;0.011000000000000001
Georgia;GA;Walton;13297;Republican;Ben Carson;1046;0.055
Georgia;GA;Washington;13303;Republican;Donald Trump;1013;0.442
Georgia;GA;White;13311;Republican;Ted Cruz;1511;0.252
Georgia;GA;Wilkes;13317;Republican;John Kasich;48;0.032
Hawaii;HI;Hawaii;15001;Republican;John Kasich;229;0.114
Hawaii;HI;Kauai;15007;Republican;Donald Trump;380;0.42700000000000005
Idaho;ID;Blaine;16013;Democrat;Bernie Sanders;539;0.6829999999999999
Idaho;ID;Butte;16023;Democrat;Bernie Sanders;20;0.769
Idaho;ID;Lewis;16061;Democrat;Bernie Sanders;19;0.475
Idaho;ID;Teton;16081;Democrat;Bernie Sanders;311;0.778
Idaho;ID;Boise;16015;Republican;Ted Cruz;541;0.336
Idaho;ID;Bonneville;16019;Republican;Ted Cruz;7794;0.461
Idaho;ID;Butte;16023;Republican;Donald Trump;138;0.24
Idaho;ID;Camas;16025;Republican;Ted Cruz;75;0.24100000000000002
Idaho;ID;Custer;16037;Republican;John Kasich;91;0.08800000000000001
Idaho;ID;Latah;16057;Republican;Donald Trump;919;0.23
Idaho;ID;Owyhee;16073;Republican;Donald Trump;706;0.423
Idaho;ID;Payette;16075;Republican;Donald Trump;1289;0.38299999999999995
Idaho;ID;Shoshone;16079;Republican;Marco Rubio;146;0.096
Idaho;ID;Valley;16085;Republican;Marco Rubio;188;0.127
Illinois;IL;Clay;17025;Democrat;Bernie Sanders;439;0.521
Illinois;IL;McLean;17113;Democrat;Hillary Clinton;7695;0.371
Illinois;IL;Perry;17145;Democrat;Bernie Sanders;930;0.51
Illinois;IL;Randolph;17157;Democrat;Bernie Sanders;1549;0.528
Illinois;IL;Cass;17017;Republican;Marco Rubio;112;0.07
Illinois;IL;Edwards;17047;Republican;John Kasich;189;0.098
Illinois;IL;Ford;17053;Republican;John Kasich;448;0.132
Illinois;IL;Hancock;17067;Republican;Marco Rubio;180;0.052000000000000005
Illinois;IL;Henry;17073;Republican;Ted Cruz;2785;0.325
Illinois;IL;Kendall;17093;Republican;John Kasich;3172;0.188
Illinois;IL;Pike;17149;Republican;John Kasich;287;0.086
Illinois;IL;Randolph;17157;Republican;Marco Rubio;238;0.057999999999999996
Illinois;IL;Schuyler;17169;Republican;John Kasich;212;0.135
Illinois;IL;Washington;17189;Republican;John Kasich;362;0.111
Illinois;IL;Washington;17189;Republican;Ted Cruz;1218;0.375
Illinois;IL;Whiteside;17195;Republican;Ted Cruz;2412;0.348
Illinois;IL;Williamson;17199;Republican;John Kasich;1038;0.096
Illinois;IL;Woodford;17203;Republican;John Kasich;1648;0.156
Indiana;IN;Boone;18011;Democrat;Bernie Sanders;2555;0.552
Indiana;IN;Daviess;18027;Democrat;Bernie Sanders;701;0.565
Indiana;IN;Decatur;18031;Democrat;Bernie Sanders;733;0.537
Indiana;IN;Delaware;18035;Democrat;Hillary Clinton;6137;0.44299999999999995
Indiana;IN;Fulton;18049;Democrat;Hillary Clinton;594;0.465
Indiana;IN;Morgan;18109;Democrat;Bernie Sanders;2158;0.574
Indiana;IN;Putnam;18133;Democrat;Bernie Sanders;1189;0.55
Indiana;IN;Clark;18019;Republican;John Kasich;900;0.05
Indiana;IN;Crawford;18025;Republican;Ted Cruz;634;0.32799999999999996
Indiana;IN;Hancock;18059;Republican;John Kasich;1240;0.07
Indiana;IN;LaGrange;18087;Republican;John Kasich;368;0.067
Indiana;IN;Madison;18095;Republican;John Kasich;1156;0.052000000000000005
Indiana;IN;Miami;18103;Republican;Donald Trump;3286;0.532
Indiana;IN;Randolph;18135;Republican;John Kasich;350;0.066
Indiana;IN;Steuben;18151;Republican;Ted Cruz;2500;0.34299999999999997
Indiana;IN;Wayne;18177;Republican;Donald Trump;6116;0.593
Iowa;IA;Benton;19011;Democrat;Uncommitted;0;0.0
Iowa;IA;Butler;19023;Democrat;Martin O'Malley;0;0.0
Iowa;IA;Cass;19029;Democrat;Bernie Sanders;190;0.38
Iowa;IA;Cerro Gordo;19033;Democrat;Martin O'Malley;0;0.0
Iowa;IA;Cherokee;19035;Democrat;Bernie Sanders;218;0.546
Iowa;IA;Clinton;19045;Democrat;Hillary Clinton;1165;0.486
Iowa;IA;Dickinson;19059;Democrat;Uncommitted;0;0.0
Iowa;IA;Dubuque;19061;Democrat;Uncommitted;0;0.0
Iowa;IA;Dubuque;19061;Democrat;Bernie Sanders;2276;0.474
Iowa;IA;Emmet;19063;Democrat;Uncommitted;0;0.0
Iowa;IA;Ida;19093;Democrat;Uncommitted;0;0.0
Iowa;IA;Jackson;19097;Democrat;Bernie Sanders;414;0.46
Iowa;IA;Scott;19163;Democrat;Hillary Clinton;4025;0.491
Iowa;IA;Worth;19195;Democrat;Hillary Clinton;181;0.45399999999999996
Iowa;IA;Allamakee;19005;Republican;Mike Huckabee;9;0.013000000000000001
Iowa;IA;Black Hawk;19013;Republican;Ben Carson;497;0.084
Iowa;IA;Butler;19023;Republican;Carly Fiorina;18;0.02
Iowa;IA;Calhoun;19025;Republican;Ted Cruz;159;0.285
Iowa;IA;Cerro Gordo;19033;Republican;Chris Christie;114;0.049
Iowa;IA;Cerro Gordo;19033;Republican;Jeb Bush;119;0.051
Iowa;IA;Cherokee;19035;Republican;Donald Trump;248;0.29600000000000004
Iowa;IA;Chickasaw;19037;Republican;Ben Carson;57;0.095
Iowa;IA;Chickasaw;19037;Republican;Carly Fiorina;27;0.045
Iowa;IA;Chickasaw;19037;Republican;Ted Cruz;161;0.268
Iowa;IA;Crawford;19047;Republican;Ben Carson;63;0.09
Iowa;IA;Davis;19051;Republican;Carly Fiorina;1;0.002
Iowa;IA;Davis;19051;Republican;Mike Huckabee;38;0.07200000000000001
Iowa;IA;Decatur;19053;Republican;Chris Christie;4;0.008
Iowa;IA;Delaware;19055;Republican;Carly Fiorina;52;0.057999999999999996
Iowa;IA;Fayette;19065;Republican;Ben Carson;144;0.14400000000000002
Iowa;IA;Fayette;19065;Republican;Carly Fiorina;18;0.018000000000000002
Iowa;IA;Grundy;19075;Republican;Rick Santorum;8;0.008
Iowa;IA;Guthrie;19077;Republican;John Kasich;2;0.003
Iowa;IA;Hamilton;19079;Republican;Jeb Bush;13;0.013999999999999999
Iowa;IA;Hamilton;19079;Republican;John Kasich;20;0.021
Iowa;IA;Hamilton;19079;Republican;Rand Paul;48;0.05
Iowa;IA;Hardin;19083;Republican;Donald Trump;295;0.23199999999999998
Iowa;IA;Humboldt;19091;Republican;Marco Rubio;111;0.183
Iowa;IA;Jefferson;19101;Republican;John Kasich;25;0.028999999999999998
Iowa;IA;Jefferson;19101;Republican;Ted Cruz;270;0.317
Iowa;IA;Jones;19105;Republican;Rick Santorum;21;0.02
Iowa;IA;Linn;19113;Republican;Marco Rubio;2825;0.243
Iowa;IA;Mahaska;19123;Republican;John Kasich;8;0.004
Iowa;IA;Mahaska;19123;Republican;Rick Santorum;73;0.037000000000000005
Iowa;IA;Marshall;19127;Republican;Carly Fiorina;57;0.024
Iowa;IA;Marshall;19127;Republican;John Kasich;33;0.013999999999999999
Iowa;IA;Mills;19129;Republican;Ben Carson;182;0.162
Iowa;IA;Mills;19129;Republican;John Kasich;15;0.013000000000000001
Iowa;IA;Montgomery;19137;Republican;Carly Fiorina;27;0.047
Iowa;IA;Muscatine;19139;Republican;John Kasich;45;0.019
Iowa;IA;Palo Alto;19147;Republican;Rick Santorum;5;0.012
Iowa;IA;Pottawattamie;19155;Republican;Chris Christie;53;0.012
Iowa;IA;Poweshiek;19157;Republican;Ben Carson;76;0.077
Iowa;IA;Shelby;19165;Republican;Rand Paul;23;0.031
Iowa;IA;Story;19169;Republican;Donald Trump;1152;0.153
Iowa;IA;Tama;19171;Republican;Chris Christie;16;0.016
Iowa;IA;Tama;19171;Republican;Mike Huckabee;33;0.034
Iowa;IA;Van Buren;19177;Republican;Chris Christie;3;0.006
Iowa;IA;Van Buren;19177;Republican;Ted Cruz;196;0.368
Iowa;IA;Washington;19183;Republican;Ted Cruz;542;0.35100000000000003
Iowa;IA;Webster;19187;Republican;Jeb Bush;44;0.027999999999999997
Iowa;IA;Webster;19187;Republican;John Kasich;28;0.018000000000000002
Iowa;IA;Webster;19187;Republican;Marco Rubio;286;0.18
Iowa;IA;Woodbury;19193;Republican;Donald Trump;1600;0.317
Kansas;KS;Congressional District 2;92000107;Democrat;Bernie Sanders;8117;0.716
Kansas;KS;Congressional District 1;92000106;Republican;Ted Cruz;11735;0.488
Kansas;KS;Congressional District 2;92000107;Republican;Donald Trump;4400;0.247
Kentucky;KY;Breathitt;21025;Democrat;Bernie Sanders;1716;0.518
Kentucky;KY;Calloway;21035;Democrat;Hillary Clinton;1460;0.358
Kentucky;KY;Carlisle;21039;Democrat;Bernie Sanders;462;0.575
Kentucky;KY;Harlan;21095;Democrat;Bernie Sanders;1092;0.628
Kentucky;KY;Hopkins;21107;Democrat;Bernie Sanders;2696;0.522
Kentucky;KY;Montgomery;21173;Democrat;Hillary Clinton;1289;0.45799999999999996
Kentucky;KY;Morgan;21175;Democrat;Bernie Sanders;988;0.573
Kentucky;KY;Owen;21187;Democrat;Hillary Clinton;453;0.34600000000000003
Kentucky;KY;Shelby;21211;Democrat;Bernie Sanders;2044;0.445
Kentucky;KY;Trigg;21221;Democrat;Bernie Sanders;715;0.483
Kentucky;KY;Wayne;21231;Democrat;Bernie Sanders;356;0.39399999999999996
Kentucky;KY;Bourbon;21017;Republican;Ted Cruz;257;0.32
Kentucky;KY;Casey;21045;Republican;Donald Trump;1029;0.5329999999999999
Kentucky;KY;Daviess;21059;Republican;John Kasich;674;0.14300000000000002
Kentucky;KY;Hickman;21105;Republican;John Kasich;24;0.07200000000000001
Kentucky;KY;Jefferson;21111;Republican;Ted Cruz;9690;0.28600000000000003
Kentucky;KY;Owen;21187;Republican;Marco Rubio;56;0.11
Kentucky;KY;Owsley;21189;Republican;John Kasich;12;0.045
Kentucky;KY;Pendleton;21191;Republican;Ted Cruz;264;0.369
Kentucky;KY;Perry;21193;Republican;John Kasich;83;0.09699999999999999
Kentucky;KY;Perry;21193;Republican;Marco Rubio;91;0.106
Kentucky;KY;Scott;21209;Republican;Ted Cruz;1061;0.354
Kentucky;KY;Todd;21219;Republican;John Kasich;24;0.08800000000000001
Louisiana;LA;Avoyelles;22009;Democrat;Hillary Clinton;1181;0.64
Louisiana;LA;Lafayette;22055;Democrat;Bernie Sanders;3523;0.355
Louisiana;LA;Beauregard;22011;Republican;Donald Trump;1112;0.37799999999999995
Louisiana;LA;Beauregard;22011;Republican;Ted Cruz;1363;0.46299999999999997
Louisiana;LA;Bienville;22013;Republican;Donald Trump;379;0.377
Louisiana;LA;Caddo;22017;Republican;Marco Rubio;1737;0.107
Louisiana;LA;DeSoto;22031;Republican;Donald Trump;794;0.386
Louisiana;LA;DeSoto;22031;Republican;John Kasich;73;0.035
Louisiana;LA;East Feliciana;22037;Republican;Marco Rubio;141;0.087
Louisiana;LA;Plaquemines;22075;Republican;Ted Cruz;371;0.282
Louisiana;LA;St. Charles;22089;Republican;Marco Rubio;423;0.107
Maine;ME;Arundel;92300017;Democrat;Hillary Clinton;3;0.3
Maine;ME;Bethel;92300041;Democrat;Hillary Clinton;2;0.25
Maine;ME;Brighton Plt.;92300057;Democrat;Hillary Clinton;0;0.0
Maine;ME;Canton;92300076;Democrat;Bernie Sanders;2;1.0
Maine;ME;Carrabassett Valley;92300081;Democrat;Hillary Clinton;1;0.5
Maine;ME;Clinton;92300099;Democrat;Bernie Sanders;4;0.5710000000000001
Maine;ME;Cornville;92300109;Democrat;Bernie Sanders;2;0.667
Maine;ME;Dixmont;92300130;Democrat;Hillary Clinton;1;0.33299999999999996
Maine;ME;Eastbrook;92300137;Democrat;Hillary Clinton;0;0.0
Maine;ME;Farmingdale;92300155;Democrat;Bernie Sanders;5;0.556
Maine;ME;Farmington;92300156;Democrat;Hillary Clinton;3;0.158
Maine;ME;Grand Isle;92300177;Democrat;Hillary Clinton;1;0.5
Maine;ME;Gray;92300179;Democrat;Hillary Clinton;6;0.316
Maine;ME;Knox;92300232;Democrat;Bernie Sanders;1;1.0
Maine;ME;Limestone;92300244;Democrat;Hillary Clinton;1;0.25
Maine;ME;Lincoln Plt.;92300247;Democrat;Bernie Sanders;0;0.0
Maine;ME;Ludlow;92300259;Democrat;Bernie Sanders;1;1.0
Maine;ME;Ludlow;92300259;Democrat;Hillary Clinton;0;0.0
Maine;ME;Macwahoc Plt.;92300263;Democrat;Hillary Clinton;0;0.0
Maine;ME;Matinicus Isle Plt.;92300276;Democrat;Hillary Clinton;0;0.0
Maine;ME;Minot;92300291;Democrat;Hillary Clinton;2;0.4
Maine;ME;Monson;92300295;Democrat;Bernie Sanders;1;0.5
Maine;ME;New Sharon;92300316;Democrat;Bernie Sanders;3;0.75
Maine;ME;Nobleboro;92300319;Democrat;Bernie Sanders;4;0.8
Maine;ME;Ogunquit;92300329;Democrat;Hillary Clinton;3;0.6
Maine;ME;Old Town;92300331;Democrat;Bernie Sanders;15;0.7140000000000001
Maine;ME;Palermo;92300343;Democrat;Bernie Sanders;2;0.667
Maine;ME;Pembroke;92300350;Democrat;Hillary Clinton;0;0.0
Maine;ME;Peru;92300355;Democrat;Hillary Clinton;1;0.33299999999999996
Maine;ME;Princeton;92300369;Democrat;Bernie Sanders;1;0.5
Maine;ME;Rangeley;92300372;Democrat;Hillary Clinton;0;0.0
Maine;ME;Seboeis Plt.;92300402;Democrat;Hillary Clinton;0;0.0
Maine;ME;Skowhegan;92300409;Democrat;Hillary Clinton;8;0.381
Maine;ME;Thorndike;92300445;Democrat;Bernie Sanders;2;1.0
Maine;ME;Vanceboro;92300458;Democrat;Bernie Sanders;0;0.0
Maine;ME;Vinalhaven;92300463;Democrat;Hillary Clinton;1;0.25
Maine;ME;Washington Cty Townships;92300535;Democrat;Hillary Clinton;0;0.0
Maine;ME;Wayne;92300477;Democrat;Hillary Clinton;2;0.5
Maine;ME;Wellington;92300480;Democrat;Bernie Sanders;0;0.0
Maine;ME;Wesley;92300482;Democrat;Bernie Sanders;1;1.0
Maine;ME;Westport;92300491;Democrat;Hillary Clinton;0;0.0
Maryland;MD;Howard;24027;Republican;Donald Trump;10994;0.405
Maryland;MD;Howard;24027;Republican;Ted Cruz;5282;0.195
Massachusetts;MA;Aquinnah;92500104;Democrat;No Preference;0;0.0
Massachusetts;MA;Ashburnham;92500011;Democrat;Bernie Sanders;702;0.655
Massachusetts;MA;Ashland;92500014;Democrat;Hillary Clinton;1664;0.539
Massachusetts;MA;Ayer;92500019;Democrat;Bernie Sanders;809;0.61
Massachusetts;MA;Belchertown;92500024;Democrat;Bernie Sanders;1820;0.639
Massachusetts;MA;Bellingham;92500025;Democrat;Bernie Sanders;1264;0.557
Massachusetts;MA;Berlin;92500028;Democrat;No Preference;0;0.0
Massachusetts;MA;Boxford;92500038;Democrat;No Preference;6;0.004
Massachusetts;MA;Brockton;92500044;Democrat;No Preference;128;0.01
Massachusetts;MA;Carver;92500052;Democrat;No Preference;10;0.006
Massachusetts;MA;Chatham;92500055;Democrat;Hillary Clinton;669;0.5
Massachusetts;MA;Danvers;92500071;Democrat;No Preference;29;0.006
Massachusetts;MA;Edgartown;92500089;Democrat;Hillary Clinton;473;0.461
Massachusetts;MA;Egremont;92500090;Democrat;Hillary Clinton;188;0.467
Massachusetts;MA;Franklin;92500101;Democrat;Hillary Clinton;2606;0.489
Massachusetts;MA;Haverhill;92500128;Democrat;No Preference;106;0.011000000000000001
Massachusetts;MA;Holliston;92500136;Democrat;Hillary Clinton;1500;0.48200000000000004
Massachusetts;MA;Huntington;92500143;Democrat;No Preference;0;0.0
Massachusetts;MA;Ipswich;92500144;Democrat;No Preference;13;0.004
Massachusetts;MA;Lancaster;92500147;Democrat;Bernie Sanders;664;0.56
Massachusetts;MA;Lanesborough;92500148;Democrat;No Preference;4;0.006999999999999999
Massachusetts;MA;Lawrence;92500149;Democrat;Bernie Sanders;2552;0.27899999999999997
Massachusetts;MA;Lee;92500150;Democrat;Hillary Clinton;515;0.461
Massachusetts;MA;Lenox;92500152;Democrat;Bernie Sanders;640;0.46299999999999997
Massachusetts;MA;Mendon;92500179;Democrat;Hillary Clinton;399;0.44799999999999995
Massachusetts;MA;Orange;92500223;Democrat;No Preference;6;0.005
Massachusetts;MA;Pelham;92500230;Democrat;Bernie Sanders;353;0.612
Nevada;NV;Carson City;32510;Republican;Donald Trump;1066;0.434
Nevada;NV;Nye;32023;Republican;Marco Rubio;220;0.127
Nevada;NV;Storey;32029;Republican;John Kasich;8;0.021
New Hampshire;NH;Belknap;;Republican;Jeb Bush;1738;0.11369137175377772
New Hampshire;NH;Strafford;;Republican;Jeb Bush;2443;0.11422826950951513
New Jersey;NJ;Camden;34007;Republican;Ted Cruz;1735;0.098
New Jersey;NJ;Hudson;34017;Republican;Donald Trump;6506;0.7959999999999999
New Mexico;NM;Hidalgo;35023;Democrat;Hillary Clinton;515;0.615
New Mexico;NM;Taos;35055;Democrat;Hillary Clinton;3285;0.43200000000000005
New Mexico;NM;Bernalillo;35001;Republican;Ted Cruz;3978;0.127
New Mexico;NM;Chaves;35005;Republican;Ted Cruz;553;0.11800000000000001
New Mexico;NM;Lea;35025;Republican;Ted Cruz;445;0.11199999999999999
New Mexico;NM;Union;35059;Republican;John Kasich;14;0.033
New York;NY;Livingston;36051;Democrat;Bernie Sanders;2410;0.599
New York;NY;Monroe;36055;Democrat;Bernie Sanders;34717;0.48200000000000004
New York;NY;Ontario;36069;Democrat;Bernie Sanders;3361;0.5379999999999999
New York;NY;Staten Island;36085;Democrat;Bernie Sanders;14340;0.47100000000000003
New York;NY;Sullivan;36105;Democrat;Hillary Clinton;2088;0.439
New York;NY;Chenango;36017;Republican;Donald Trump;2384;0.514
New York;NY;Monroe;36055;Republican;Ted Cruz;9082;0.17300000000000001
New York;NY;Orleans;36073;Republican;Ted Cruz;654;0.166
New York;NY;Queens;36081;Republican;Ted Cruz;3982;0.141
New York;NY;Schoharie;36095;Republican;John Kasich;597;0.23
New York;NY;Schuyler;36097;Republican;Donald Trump;938;0.535
New York;NY;Suffolk;36103;Republican;Donald Trump;69379;0.725
New York;NY;Yates;36123;Republican;John Kasich;799;0.324
North Carolina;NC;Cabarrus;37025;Democrat;Hillary Clinton;8096;0.517
North Carolina;NC;Clay;37043;Democrat;Hillary Clinton;487;0.528
North Carolina;NC;Columbus;37047;Democrat;Hillary Clinton;3628;0.563
North Carolina;NC;Jackson;37099;Democrat;Hillary Clinton;2022;0.381
North Carolina;NC;Pitt;37147;Democrat;Hillary Clinton;11856;0.57
North Carolina;NC;Scotland;37165;Democrat;Hillary Clinton;2671;0.63
North Carolina;NC;Transylvania;37175;Democrat;Hillary Clinton;1794;0.45799999999999996
North Carolina;NC;Anson;37007;Republican;John Kasich;72;0.059000000000000004
North Carolina;NC;Cabarrus;37025;Republican;John Kasich;2778;0.105
North Carolina;NC;Caldwell;37027;Republican;Ted Cruz;4567;0.371
North Carolina;NC;Granville;37077;Republican;Donald Trump;2215;0.433
North Carolina;NC;Jackson;37099;Republican;Donald Trump;1624;0.395
North Carolina;NC;Jones;37103;Republican;John Kasich;55;0.05
North Carolina;NC;Jones;37103;Republican;Ted Cruz;409;0.369
North Carolina;NC;Lee;37105;Republican;Marco Rubio;387;0.068
North Carolina;NC;Lincoln;37109;Republican;Donald Trump;6293;0.45799999999999996
North Carolina;NC;Macon;37113;Republican;Donald Trump;2870;0.449
North Carolina;NC;Moore;37125;Republican;John Kasich;3108;0.172
North Carolina;NC;Pamlico;37137;Republican;Ted Cruz;554;0.28300000000000003
North Carolina;NC;Pender;37141;Republican;Marco Rubio;483;0.063
North Carolina;NC;Perquimans;37143;Republican;Ted Cruz;531;0.322
North Carolina;NC;Pitt;37147;Republican;Ted Cruz;6573;0.42700000000000005
North Dakota;ND;District 21;93800121;Democrat;Bernie Sanders;8;0.727
North Dakota;ND;District 33;93800133;Democrat;Hillary Clinton;4;0.667
North Dakota;ND;District 7;93800107;Democrat;Bernie Sanders;5;0.7140000000000001
Ohio;OH;Adams;39001;Democrat;Hillary Clinton;877;0.568
Ohio;OH;Carroll;39019;Democrat;Hillary Clinton;1084;0.514
Ohio;OH;Gallia;39053;Democrat;Hillary Clinton;945;0.47700000000000004
Ohio;OH;Morgan;39115;Democrat;Bernie Sanders;430;0.42700000000000005
Ohio;OH;Ross;39141;Democrat;Bernie Sanders;2595;0.414
Ohio;OH;Sandusky;39143;Democrat;Hillary Clinton;2866;0.534
Ohio;OH;Warren;39165;Democrat;Bernie Sanders;6054;0.46299999999999997
Ohio;OH;Allen;39003;Republican;Donald Trump;7193;0.35200000000000004
Ohio;OH;Coshocton;39031;Republican;John Kasich;2621;0.402
Ohio;OH;Crawford;39033;Republican;John Kasich;3308;0.39399999999999996
Ohio;OH;Cuyahoga;39035;Republican;Donald Trump;45884;0.326
Ohio;OH;Guernsey;39059;Republican;John Kasich;2661;0.385
Ohio;OH;Hancock;39063;Republican;Ted Cruz;3037;0.168
Ohio;OH;Hocking;39073;Republican;Donald Trump;2007;0.414
Ohio;OH;Knox;39083;Republican;Marco Rubio;248;0.019
Ohio;OH;Licking;39089;Republican;Marco Rubio;570;0.016
Ohio;OH;Mahoning;39099;Republican;John Kasich;12669;0.374
Ohio;OH;Miami;39109;Republican;John Kasich;11050;0.415
Ohio;OH;Morgan;39115;Republican;Marco Rubio;110;0.033
Ohio;OH;Paulding;39125;Republican;Marco Rubio;141;0.035
Ohio;OH;Sandusky;39143;Republican;Ted Cruz;1941;0.165
Ohio;OH;Seneca;39147;Republican;Marco Rubio;302;0.03
Ohio;OH;Stark;39151;Republican;Ted Cruz;7293;0.105
Ohio;OH;Summit;39153;Republican;Ted Cruz;15725;0.1
Ohio;OH;Wyandot;39175;Republican;Ted Cruz;781;0.17
Oklahoma;OK;Adair;40001;Democrat;Hillary Clinton;582;0.33399999999999996
Oklahoma;OK;Custer;40039;Democrat;Hillary Clinton;750;0.336
Oklahoma;OK;Haskell;40061;Democrat;Hillary Clinton;475;0.32799999999999996
Oklahoma;OK;Latimer;40077;Democrat;Hillary Clinton;499;0.312
Oklahoma;OK;McClain;40087;Democrat;Bernie Sanders;1865;0.5710000000000001
Oklahoma;OK;McCurtain;40089;Democrat;Hillary Clinton;712;0.28300000000000003
Oklahoma;OK;Stephens;40137;Democrat;Hillary Clinton;1174;0.312
Oklahoma;OK;Canadian;40017;Republican;Ben Carson;1376;0.061
Oklahoma;OK;Canadian;40017;Republican;Donald Trump;6201;0.27699999999999997
Oklahoma;OK;Cherokee;40021;Republican;Ted Cruz;1067;0.32
Oklahoma;OK;Choctaw;40023;Republican;Marco Rubio;78;0.11
Oklahoma;OK;Custer;40039;Republican;Ben Carson;246;0.07
Oklahoma;OK;Garvin;40049;Republican;Ben Carson;179;0.068
Oklahoma;OK;Harper;40059;Republican;John Kasich;8;0.012
Oklahoma;OK;Hughes;40063;Republican;Ben Carson;34;0.045
Oklahoma;OK;Hughes;40063;Republican;Donald Trump;270;0.355
Oklahoma;OK;Kay;40071;Republican;Ted Cruz;2190;0.341
Oklahoma;OK;Murray;40099;Republican;John Kasich;13;0.013000000000000001
